dhcp_release6	dhcp-server
di-edid-decode	kde-frameworks5-dev
diadia	texlive
diagtool	llvm
diagtool-17	llvm
dialog	alsa-utils
dialog-config	alsa-utils
dialyzer	rabbitmq-server
diff	diffutils
diff3	diffutils
diffimg	desktop-apps
diffoscope	diffoscope
diffstat	package-builder
dig	network-basic
digikam	digikam
digitaglinktree	digikam
dijkstra	graphviz
dino	dino
dir	os-core
dircolors	os-core
direwolf	amateur-radio
dirmngr	gnupg
dirmngr-client	gnupg
dirname	os-core
disable-paste	sysadmin-basic
disco	mono
disdvi	texlive
dislocate	tcl-basic
display	ImageMagick
display-buttons	sysadmin-basic
display-coords	sysadmin-basic
distro	python-extras
django-admin	django
djpeg	devpkg-libjpeg-turbo
dkms	kernel-lts2018-dkms
dkms-new-kernel	kernel-lts2018-dkms
dkms-remove-old	kernel-lts2018-dkms
dl10k1	alsa-tools
dlltool	c-basic-mingw
dllwrap	binutils
dm-tool	lightdm
dm_date	perl-extras
dm_zdump	perl-extras
dmap2gcode	maker-cnc
dmcs	mono
dmenu	bspwm
dmenu_path	bspwm
dmenu_run	bspwm
dmesg	os-core
dmeventd	boot-encrypted
dmidecode	sysadmin-basic
dmsetup	boot-encrypted
dmstats	boot-encrypted
dmypy	python-extras
dnf	dnf
dnf-3	dnf
dnf-automatic-3	dnf
dnie-tool	smartcard
dnsbulktest	pdns
dnsdomainname	net-tools
dnsgram	pdns
dnsmasq	dhcp-server
dnspcap2calidns	pdns
dnspcap2protobuf	pdns
dnsreplay	pdns
dnsscan	pdns
dnsscope	pdns
dnstcpbench	pdns
dnswasher	pdns
doc_loadbios	mtd-utils
docbook2dvi	docbook-utils
docbook2html	docbook-utils
docbook2man	docbook-utils
docbook2pdf	docbook-utils
docbook2ps	docbook-utils
docbook2rtf	docbook-utils
docbook2tex	docbook-utils
docbook2texi	docbook-utils
docbook2txt	docbook-utils
docfdisk	mtd-utils
docker	cloud-control
docker-compose	docker-compose
docker-init	containers-basic
docker-proxy	cloud-control
dockerd	cloud-control
docutils	docutils
dolphin	dolphin
domainname	net-tools
dos2unix	sysadmin-basic
dosepsbin	texlive
dosfsck	dosfstools
dosfslabel	dosfstools
dot	graphviz
dot2gxl	graphviz
dot_builtins	desktop-apps
doveadm	dovecot
doveconf	dovecot
dovecot	dovecot
dovecot-sysreport	dovecot
doxygen	doxygen
doxygen2man	devpkg-libqb
dpcd_reg	igt-gpu-tools
dpdk-devbind.py	dpdk
dpdk-dumpcap	dpdk
dpdk-hugepages.py	dpdk
dpdk-pdump	dpdk
dpdk-pmdinfo.py	dpdk
dpdk-proc-info	dpdk
dpdk-telemetry.py	dpdk
dpdk-test	dpdk
dpdk-test-acl	dpdk
dpdk-test-bbdev	dpdk
dpdk-test-cmdline	dpdk
dpdk-test-compress-perf	dpdk
dpdk-test-crypto-perf	dpdk
dpdk-test-eventdev	dpdk
dpdk-test-fib	dpdk
dpdk-test-flow-perf	dpdk
dpdk-test-gpudev	dpdk
dpdk-test-pipeline	dpdk
dpdk-test-regex	dpdk
dpdk-test-sad	dpdk
dpdk-testpmd	dpdk
dprof2calltree	kcachegrind
dracut	sysadmin-basic
dracut-catimages	sysadmin-basic
dragon	dragon
draw_lib_dependencies	desktop-kde-apps
driverless	hardware-printing
driverless-fax	hardware-printing
drkonqi-coredump-gui	desktop-kde
dropdb	postgresql
dropuser	postgresql
dropwatch	dropwatch
dshbak	cluster-tools
dstat	performance-tools
dsymutil	llvm
dsymutil-17	llvm
dsync	dovecot
dt2dv	texlive
dtagnames	dev-utils
dtc	dtc
dtd2rng	mono
dtd2xsd	mono
dtdiff	dtc
dtest	hpc-utils
dtestcm	hpc-utils
dtestsrq	hpc-utils
dtestx	hpc-utils
dtxgen	texlive
du	os-core
dumbbench	perl-extras
dump.f2fs	storage-utils
dump_fts	hpc-utils
dump_lfts.sh	hpc-utils
dump_mfts.sh	hpc-utils
dumpcap	wireshark
dumpe2fs	os-cloudguest-equinix
dumpexfat	storage-utils
dumpkeys	kbd
dumpmscat	samba
dumpsexp	devpkg-libgcrypt
dumpsolv	devpkg-libsolv
dumresp	pdns
dunst	desktop-i3
dunstctl	desktop-i3
dunstify	desktop-i3
duperemove	duperemove
dv2dt	texlive
dvb-fe-tool	v4l-utils
dvb-format-convert	v4l-utils
dvbv5-daemon	v4l-utils
dvbv5-scan	v4l-utils
dvbv5-zap	v4l-utils
dvi2fax	texlive
dvi2tty	texlive
dviasm	texlive
dvibook	texlive
dviconcat	texlive
dvicopy	texlive
dvidvi	texlive
dvigif	texlive
dvihp	texlive
dviinfox	texlive
dvilj	texlive
dvilj2p	texlive
dvilj4	texlive
dvilj4l	texlive
dvilj6	texlive
dvilualatex	texlive
dvilualatex-dev	texlive
dviluatex	texlive
dvipdf	ghostscript
dvipdfm	texlive
dvipdfmx	texlive
dvipdft	texlive
dvipng	texlive
dvipos	texlive
dvips	texlive
dvired	texlive
dviselect	texlive
dvispc	texlive
dvisvgm	texlive
dvitodvi	texlive
dvitomp	texlive
dvitype	texlive
dwdump	dropwatch
dwebp	transcoding-support
dwespeak.sh	amateur-radio
dwp	binutils
dyskctl	os-cloudguest-azure
e2freefrag	os-cloudguest-equinix
e2fsck	os-core
e2image	os-cloudguest-equinix
e2label	os-core
e2mmpstatus	os-core
e2pall	texlive
e2scrub	os-core
e2scrub_all	os-core
e2undo	os-cloudguest-equinix
e4crypt	os-core
e4defrag	os-cloudguest-equinix
eactest	smartcard
earlyoom	earlyoom
earlyoom-clr-telemetry	earlyoom
easy_install_is_deprecated	python3-basic
ebb	texlive
ebong	texlive
ebrowse	emacs
ebtables	iptables
ebtables-legacy	network-basic
ebtables-legacy-restore	network-basic
ebtables-legacy-save	network-basic
ebtables-nft	iptables
ebtables-nft-restore	iptables
ebtables-nft-save	iptables
ebtables-restore	iptables
ebtables-save	iptables
ebtables-translate	iptables
ebtablesd	network-basic
ebtablesu	network-basic
echo	os-core
echomixer	alsa-tools
echosim	amateur-radio
econftool	devpkg-libeconf
ecpg	postgresql
ed	editors
edgepaint	graphviz
editcap	wireshark
editdiff	dev-utils
efi-readvar	os-clr-on-clr
efi-updatevar	os-clr-on-clr
efibootdump	sysadmin-basic
efibootmgr	sysadmin-basic
efikeygen	os-clr-on-clr
efisecdb	devpkg-efivar
efisiglist	os-clr-on-clr
efitool-mkusb	os-clr-on-clr
efivar	devpkg-efivar
egk-tool	smartcard
eglgears_wayland	lib-opengl
eglgears_x11	lib-opengl
eglinfo	lib-opengl
eglkms	lib-opengl
egltri_wayland	lib-opengl
egltri_x11	lib-opengl
egrep	os-core
ei-debug-events	kde-frameworks5-dev
eid-viewer	eid-mw
eidenv	smartcard
eject	os-core
elf-move.py	package-utils
elf2dmp	kvm-host
elfedit	binutils
elinks	network-basic
emacs	emacs
emacs-29.1	emacs
emacs-x11	emacs-x11
emacsclient	emacs
emoji-picker	desktop
enc2xs	perl-basic
encguess	perl-basic
enchant	devpkg-compat-enchant-soname1
enchant-2	devpkg-enchant
enchant-lsmod	devpkg-compat-enchant-soname1
enchant-lsmod-2	devpkg-enchant
encode_keychange	performance-tools
endeavour	Endeavour
endnote-format	perl-extras
env	os-core
env_parallel	parallel
env_parallel.bash	parallel
env_parallel.sh	parallel
envml	modules
envsubst	c-basic
envy24control	alsa-tools
eog	eog
ep.A.x	npb
ep.B.x	npb
ep.C.x	npb
ep.D.x	npb
ep.E.x	npb
ep.S.x	npb
ep.W.x	npb
eplain	texlive
epmd	rabbitmq-server
eps2eps	ghostscript
epsffit	texlive
epspdf	texlive
epspdftk	texlive
epstopdf	texlive
eptex	texlive
eqn	man-pages
eqn2graph	man-pages
era_check	storage-utils
era_dump	storage-utils
era_invalidate	storage-utils
era_restore	storage-utils
erb	ruby-basic
erl	rabbitmq-server
erl_call	rabbitmq-server
erlc	rabbitmq-server
errno	moreutils
es2gears_wayland	lib-opengl
escapesrc	sddm
escputil	hardware-printing
escript	rabbitmq-server
espdiff	dev-utils
etags	editors
etex	texlive
ethtool	ethtool
etr	extremetuxracer
eu-addr2line	dev-utils
eu-ar	dev-utils
eu-elfclassify	dev-utils
eu-elfcmp	dev-utils
eu-elfcompress	dev-utils
eu-elflint	dev-utils
eu-findtextrel	dev-utils
eu-make-debug-archive	dev-utils
eu-nm	dev-utils
eu-objdump	dev-utils
eu-ranlib	dev-utils
eu-readelf	dev-utils
eu-size	dev-utils
eu-srcfiles	dev-utils
eu-stack	dev-utils
eu-strings	dev-utils
eu-strip	dev-utils
eu-unstrip	dev-utils
euptex	texlive
evcd2vcd	gtkwave
event_rpcgen.py	memcached
eventlogadm	samba
evince	evince
evince-previewer	evince
evince-thumbnailer	evince
evolution	evolution
evtest	x11-tools
ex	vim
example	smartcard
exceltex	texlive
execltp	ltp
exfatattrib	storage-utils
exfatfsck	storage-utils
exfatlabel	storage-utils
exiv2	desktop-kde
exo-desktop-item-edit	xfce4-desktop
exo-open	xfce4-desktop
expand	os-core
expect	tcl-basic
expiry	os-core
export2sam.pl	samtools
exportfs	nfs-utils
expr	os-core
exr2aces	devpkg-openexr
exrenvmap	devpkg-openexr
exrheader	devpkg-openexr
exrinfo	devpkg-openexr
exrmakepreview	devpkg-openexr
exrmaketiled	devpkg-openexr
exrmultipart	devpkg-openexr
exrmultiview	devpkg-openexr
exrstdattr	devpkg-openexr
extcheck	java-basic
extconv	texlive
extend_dmalloc	desktop-kde-apps
extlinux	syslinux
extractattr	desktop-kde-apps
extractbb	texlive
extractrc	desktop-kde-apps
extractres	texlive
f-engrave	maker-cnc
f2fs_io	storage-utils
f2fscrypt	storage-utils
f2fslabel	storage-utils
f2py	pypi-numpy
f95	c-basic
faas-cli	faas-cli
factor	os-core
fadvise	os-core
faillock	sysadmin-basic
faillog	os-core
faked	os-testsuite-0day
fakeroot	os-testsuite-0day
fallocate	os-core
false	os-core
fancontrol	lm-sensors
faqpods	perl-extras
fasta-sanitize.pl	samtools
fatlabel	dosfstools
fc-cache	fontconfig
fc-cat	fontconfig
fc-conflist	fontconfig
fc-list	fontconfig
fc-match	fontconfig
fc-pattern	fontconfig
fc-query	fontconfig
fc-scan	fontconfig
fc-validate	fontconfig
fcal	amateur-radio
fcgistarter	httpd
fdisk	os-core
fdp	graphviz
fdtdump	dtc
fdtget	dtc
fdtoverlay	dtc
fdtput	dtc
fdupes	fdupes
fectest	mtd-utils
feh	feh
fetchmail	mail-utils
ffprobe	devpkg-not-ffmpeg
fftw-wisdom	devpkg-fftw
fftw-wisdom-to-conf	devpkg-fftw
fftwf-wisdom	devpkg-fftw
fftwl-wisdom	devpkg-fftw
fgconsole	kbd
fgrep	os-core
fibmap.f2fs	storage-utils
fidentify	testdisk
fido2-assert	devpkg-libfido2
fido2-cred	devpkg-libfido2
fido2-token	devpkg-libfido2
fig4latex	texlive
filan	socat
file	file
file-roller	file-roller
filecap	devpkg-libcap-ng
filefrag	os-cloudguest-equinix
fileinfo	devpkg-leptonica
filelight	filelight
filemap-verify.py	package-utils
filterdiff	dev-utils
fincore	os-core
find	os-core
find-all-symbols	llvm
find-all-symbols-17	llvm
find-bundle.sh	os-core-search
find-debuginfo	package-utils
findfs	os-core
findhyph	texlive
findmissingcrystal	desktop-kde-apps
findmnt	os-core
findrule	perl-extras
fio	fio
fio-btrace2fio	fio
fio-dedupe	fio
fio-genzipf	fio
fio-histo-log-pctiles.py	fio
fio-verify-state	fio
fio_generate_plots	fio
firefox	firefox
firewall-applet	firewalld
firewall-cmd	firewalld
firewall-config	firewalld
firewall-offline-cmd	firewalld
firewalld	firewalld
fish	shells
fish_indent	shells
fish_key_reader	shells
fix-include.sh	desktop-kde-apps
fix-qdf	devpkg-qpdf
fixcvsdiff	dev-utils
fixkdeincludes	desktop-kde-apps
fixparts	bootloader
fixproc	performance-tools
fixqt4headers.pl	devpkg-qtbase
fixuifiles	desktop-kde-apps
flac	flac
flake8	python-extras
flare	flare
flarq	amateur-radio
flash-var	os-clr-on-clr
flash_erase	mtd-utils
flash_eraseall	mtd-utils
flash_lock	mtd-utils
flash_otp_dump	mtd-utils
flash_otp_erase	mtd-utils
flash_otp_info	mtd-utils
flash_otp_lock	mtd-utils
flash_otp_write	mtd-utils
flash_unlock	mtd-utils
flashcp	mtd-utils
flatpak	flatpak
flatpak-bisect	flatpak
flatpak-builder	flatpak
flatpak-coredumpctl	flatpak
fldigi	amateur-radio
flea	mutt
flex	flex
flex++	flex
flipdiff	dev-utils
flit	python-extras
fllog	amateur-radio
flmsg	amateur-radio
flnet	amateur-radio
flock	os-core
flrig	amateur-radio
fltk-config	containers-basic-dev
fluid	containers-basic-dev
fluidsynth	fluidsynth
fm_cmd	hpc-utils
fm_cmdall	hpc-utils
fmeasure	amateur-radio
fmt	os-core
fmtave	amateur-radio
fmtutil	texlive
fmtutil-sys	texlive
fmtutil-user	texlive
fold	os-core
fontforge	fontforge
fontimage	fontforge
fontinst	texlive
fontlint	fontforge
fonttools	fonttools
foomatic-rip	hardware-printing
forkstat	forkstat
formail	mail-utils
fortune	fortune-mod
fossil	fossil
fprintd-delete	fprintd
fprintd-enroll	fprintd
fprintd-list	fprintd
fprintd-verify	fprintd
fproduct	calc
fragmaster	texlive
free	procps-ng
freedv	amateur-radio
freerdp-proxy	FreeRDP
freerdp-shadow-cli	FreeRDP
freetype-config	fonts-basic
freshclam	clamav
fribidi	devpkg-fribidi
fsadm	boot-encrypted
fsarchiver	storage-utils
fsck	os-core
fsck.btrfs	btrfs-progs
fsck.cramfs	os-core
fsck.exfat	storage-utils
fsck.ext2	os-core
fsck.ext3	os-core
fsck.ext4	os-core
fsck.f2fs	storage-utils
fsck.fat	dosfstools
fsck.msdos	dosfstools
fsck.vfat	dosfstools
fsck.xfs	xfsprogs
fsearch	fsearch
fsfreeze	os-core
fsidd	nfs-utils
fst2vcd	gtkwave
fst4sim	amateur-radio
fstminer	gtkwave
fstrim	os-core
fsview	konqueror
ft.A.x	npb
ft.B.x	npb
ft.C.x	npb
ft.D.x	npb
ft.E.x	npb
ft.S.x	npb
ft.W.x	npb
ft8code	amateur-radio
ftdi_eeprom	maker-basic
ftl_check	mtd-utils
ftl_format	mtd-utils
ftp-rfc	tcl-basic
fullcircle	dev-utils
function_grep.pl	wine
funzip	unzip
fuser	sysadmin-basic
fusermount	fuse
fusermount-glusterfs	storage-cluster
fusermount3	fuse
futurize	machine-learning-basic
fwupdmgr	firmware-update
fwupdtool	firmware-update
g++	c-basic
g++-10	c-extras-gcc10
g++-11	c-extras-gcc11
g++-8	c-extras-gcc8
g++-9	c-extras-gcc9
g++7	c-extras-gcc7
g-ir-annotation-tool	gobject-introspection
g-ir-compiler	gobject-introspection
g-ir-generate	gobject-introspection
g-ir-inspect	gobject-introspection
g-ir-scanner	gobject-introspection
g-lensfun-update-data	lensfun
gacutil	mono
gacutil2	mono
galera_new_cluster	mariadb
galera_recovery	mariadb
gamma4scanimage	hardware-printing
gapplication	libglib
gawk	os-core
gawk-5.2.2	os-core
gawkbug	os-core
gbklatex	texlive
gbkpdflatex	texlive
gc	graphviz
gcab	devpkg-gcab
gcalccmd	gnome-calculator
gcc	c-basic
gcc-10	c-extras-gcc10
gcc-11	c-extras-gcc11
gcc-8	c-extras-gcc8
gcc-9	c-extras-gcc9
gcc-ar	c-basic
gcc-ar-10	c-extras-gcc10
gcc-ar-11	c-extras-gcc11
gcc-ar-8	c-extras-gcc8
gcc-ar-9	c-extras-gcc9
gcc-ar7	c-extras-gcc7
gcc-nm	c-basic
gcc-nm-10	c-extras-gcc10
gcc-nm-11	c-extras-gcc11
gcc-nm-8	c-extras-gcc8
gcc-nm-9	c-extras-gcc9
gcc-nm7	c-extras-gcc7
gcc-ranlib	c-basic
gcc-ranlib-10	c-extras-gcc10
gcc-ranlib-11	c-extras-gcc11
gcc-ranlib-8	c-extras-gcc8
gcc-ranlib-9	c-extras-gcc9
gcc-ranlib7	c-extras-gcc7
gcc7	c-extras-gcc7
gcm-import	gnome-color-manager
gcm-inspect	gnome-color-manager
gcm-picker	gnome-color-manager
gcm-viewer	gnome-color-manager
gcompris-qt	education-preschool
gconf-merge-tree	devpkg-GConf
gconftool-2	devpkg-GConf
gcore	gdb
gcov	c-basic
gcov-10	c-extras-gcc10
gcov-11	c-extras-gcc11
gcov-8	c-extras-gcc8
gcov-9	c-extras-gcc9
gcov-dump	c-basic
gcov-dump-10	c-extras-gcc10
gcov-dump-11	c-extras-gcc11
gcov-dump-9	c-extras-gcc9
gcov-tool	c-basic
gcov-tool-10	c-extras-gcc10
gcov-tool-11	c-extras-gcc11
gcov-tool-8	c-extras-gcc8
gcov-tool-9	c-extras-gcc9
gcov-tool7	c-extras-gcc7
gcov2perl	perl-extras
gcov7	c-extras-gcc7
gcr-viewer	devpkg-compat-gcr-soname1
gcr-viewer-gtk4	devpkg-gcr
gcron.py	storage-cluster
gd2copypal	devpkg-libgd
gd2togif	devpkg-libgd
gd2topng	devpkg-libgd
gdal-config	gdal
gdal2tiles.py	gdal
gdal2xyz.py	gdal
gdal_calc.py	gdal
gdal_contour	gdal
gdal_create	gdal
gdal_edit.py	gdal
gdal_fillnodata.py	gdal
gdal_footprint	gdal
gdal_grid	gdal
gdal_merge.py	gdal
gdal_pansharpen.py	gdal
gdal_polygonize.py	gdal
gdal_proximity.py	gdal
gdal_rasterize	gdal
gdal_retile.py	gdal
gdal_sieve.py	gdal
gdal_translate	gdal
gdal_viewshed	gdal
gdaladdo	gdal
gdalattachpct.py	gdal
gdalbuildvrt	gdal
gdalcompare.py	gdal
gdaldem	gdal
gdalenhance	gdal
gdalinfo	gdal
gdallocationinfo	gdal
gdalmanage	gdal
gdalmdiminfo	gdal
gdalmdimtranslate	gdal
gdalmove.py	gdal
gdalsrsinfo	gdal
gdaltindex	gdal
gdaltransform	gdal
gdalwarp	gdal
gdb	gdb
gdb-add-index	gdb
gdbm_dump	perl-basic-dev
gdbm_load	perl-basic-dev
gdbmtool	perl-basic-dev
gdbserver	gdb
gdbus	libglib
gdbus-codegen	libglib
gdcmpgif	devpkg-libgd
gdiffmk	man-pages
gdisk	bootloader
gdk-pixbuf-csource	gdk-pixbuf
gdk-pixbuf-pixdata	gdk-pixbuf
gdk-pixbuf-query-loaders	gdk-pixbuf
gdk-pixbuf-thumbnailer	gdk-pixbuf
gdm	desktop
gdm-screenshot	desktop
gdmflexiserver	desktop
gdparttopng	devpkg-libgd
gdtopng	devpkg-libgd
geany	geany
geary	geary
gedi	perl-extras
gedit	gedit
geeqie	geeqie
gegl	gegl
gegl-imgcmp	gegl
gegps	gpsd
gem	ruby-basic
gen_binary_files	desktop
gen_packets	amateur-radio
gen_unigram	desktop
genbrk	sddm
gencat	os-core
genccode	sddm
gencfu	sddm
gencmn	sddm
gencnval	sddm
gendef.exe	c-basic-mingw
gendesc	dev-utils
gendict	sddm
gendiff	package-utils
genfio	fio
genhash	keepalived
genhtml	dev-utils
genhtml.pl	ltp
genidl.exe	c-basic-mingw
geninfo	dev-utils
genl	iproute2
genl-ctrl-list	libnl
gennorm2	sddm
genpng	dev-utils
genrb	sddm
gensprep	sddm
gentest	samba
gentrigrams	kde-frameworks5
genxs	mono
geod	devpkg-proj
geos-config	devpkg-geos
geosop	devpkg-geos
geotifcp	R-extras-dev
get-iab	network-security-monitoring
get-oui	network-security-monitoring
get-versions	sysadmin-basic
get_cyclictest_snapshot	dev-utils
get_root_domain	perl-extras
getcap	systemd
getconf	os-core
getdefs	c-basic
getent	os-core
getent.ldap	enterprise-login
getfacl	acl
getfattr	devpkg-attr
gethostip	syslinux
getkeycodes	kbd
getmapdl	texlive
getopt	os-core
getpcaps	systemd
getsubids	os-core
gettext	c-basic
gettext.sh	c-basic
gettextize	c-basic
gf_attach	storage-cluster
gff2gff.py	samtools
gfind_missing_files	storage-cluster
gflags_completions.sh	devpkg-gflags
gfortran	c-basic
gftodvi	texlive
gftopk	texlive
gftype	texlive
gh	gh
gi-docgen	devpkg-gi-docgen
gidmigrator	desktop-kde-apps
gids-tool	smartcard
gie	devpkg-proj
gif2h5	machine-learning-basic
gif2rgb	R-extras-dev
gifbuild	R-extras-dev
gifclrmp	R-extras-dev
gifdiff	ImageMagick
giffix	R-extras-dev
gifsicle	ImageMagick
giftext	R-extras-dev
giftogd2	devpkg-libgd
giftool	R-extras-dev
gifview	ImageMagick
gimp	gimp
gimp-2.10	gimp
gimp-console	gimp
gimp-console-2.10	gimp
gimp-test-clipboard-2.0	gimp
gimptool-2.0	gimp
ginsttest-runner	gnome-desktop-testing
gio	libglib
gio-querymodules	libglib
git	git
git-clang-format	llvm
git-clang-format-17	llvm
git-cvsserver	dev-utils
git-hub	git
git-icdiff	icdiff
git-latexdiff	texlive
git-receive-pack	git
git-shell	git
git-upload-archive	git
git-upload-pack	git
git2_cli	devpkg-libgit2
gitdiff	dev-utils
gitdiffview	dev-utils
gitk	dev-utils-gui
gitolite	scm-server
gjs	gjs
gjs-console	gjs
gkbd-keyboard-display	devpkg-libgnomekbd
glances	performance-tools
glfsheal	storage-cluster
glib-compile-resources	libglib
glib-compile-schemas	libglib
glib-genmarshal	libglib
glib-gettextize	libglib
glib-mkenums	libglib
glinfo	lib-opengl
glmark2	glmark2
glmark2-drm	glmark2
glmark2-es2	glmark2
glmark2-es2-drm	glmark2
glmark2-es2-wayland	glmark2
glmark2-wayland	glmark2
global	global
globash	global
glslang	developer-gpu
glslangValidator	developer-gpu
glsync	lib-opengl
gluster	storage-cluster
gluster-eventsapi	storage-cluster
gluster-georep-sshkey	storage-cluster
gluster-mountbroker	storage-cluster
gluster-setgfid2path	storage-cluster
glusterd	storage-cluster
glustereventsd	storage-cluster
glusterfind	storage-cluster
glusterfs	storage-cluster
glusterfsd	storage-cluster
glxinfo	lib-opengl
gmake	make
gmenudbusmenuproxy	desktop-kde-apps
gmic	desktop-apps-extras
gml2gv	graphviz
gmsh	gmsh
gnmanalyse	gdal
gnmmanage	gdal
gnome-autogen.sh	desktop-dev
gnome-boxes	gnome-boxes
gnome-calculator	gnome-calculator
gnome-calendar	desktop
gnome-characters	gnome-characters
gnome-chess	gnome-chess
gnome-clocks	gnome-clocks
gnome-connections	connections
gnome-contacts	gnome-contacts
gnome-control-center	desktop
gnome-desktop-testing-runner	gnome-desktop-testing
gnome-disk-image-mounter	gnome-disk-utility
gnome-disks	gnome-disk-utility
gnome-extensions	desktop
gnome-extensions-app	desktop
gnome-font-viewer	gnome-font-viewer
gnome-help	desktop
gnome-keyring	seahorse
gnome-keyring-3	seahorse
gnome-keyring-daemon	seahorse
gnome-logs	gnome-logs
gnome-mahjongg	gnome-mahjongg
gnome-music	gnome-music
gnome-panel	desktop
gnome-photos	gnome-photos
gnome-screenshot	gnome-screenshot
gnome-session	os-testsuite-graphics
gnome-session-inhibit	os-testsuite-graphics
gnome-session-quit	os-testsuite-graphics
gnome-session-remmina	Remmina
gnome-shell	desktop
gnome-shell-extension-prefs	desktop
gnome-shell-extension-tool	desktop
gnome-shell-test-tool	desktop
gnome-software	desktop
gnome-system-monitor	gnome-system-monitor
gnome-terminal	desktop
gnome-text-editor	gnome-text-editor
gnome-thumbnail-font	gnome-font-viewer
gnome-tweaks	education
gnome-weather	gnome-weather
gnuchess	gnome-chess
gnuchessu	gnome-chess
gnuchessx	gnome-chess
gnuplot	gnuplot
gnutls-cli	cryptography
gnutls-cli-debug	cryptography
gnutls-serv	cryptography
go	go-basic
go-md2man	containers-basic-dev
goaccess	goaccess
gobject-query	libglib
gofmt	go-basic
goid-tool	smartcard
gozilla	global
gp-archive	binutils
gp-collect-app	binutils
gp-display-html	binutils
gp-display-src	binutils
gp-display-text	binutils
gparted	gparted
gpasswd	os-core
gpaste-client	gpaste
gperf	performance-tools
gpg	gnupg
gpg-agent	gnupg
gpg-card	gnupg
gpg-connect-agent	gnupg
gpg-error	devpkg-libgpg-error
gpg-error-config	devpkg-libgpg-error
gpg-wks-client	gnupg
gpg-wks-server	gnupg
gpg2	gnupg
gpgconf	gnupg
gpgme-config	gpgme
gpgme-json	gpgme
gpgme-tool	gpgme
gpgparsemail	gnupg
gpgrt-config	devpkg-libgpg-error
gpgscm	gnupg
gpgsm	gnupg
gpgsplit	gnupg
gpgtar	gnupg
gpgv	gnupg
gphoto2	gphoto2
gphoto2-config	devpkg-libgphoto2
gphoto2-port-config	devpkg-libgphoto2
gpiodetect	maker-basic
gpioget	maker-basic
gpioinfo	maker-basic
gpiomon	maker-basic
gpionotify	maker-basic
gpioset	maker-basic
gpm	sysadmin-basic
gpm-root	sysadmin-basic
gpredict	amateur-radio
gprof	binutils
gprofng	binutils
gps2udp	gpsd
gpscat	gpsd
gpscsv	gpsd
gpsctl	gpsd
gpsd	gpsd
gpsdctl	gpsd
gpsdebuginfo	gpsd
gpsdecode	gpsd
gpsfake	gpsd
gpsmon	gpsd
gpspipe	gpsd
gpsplot	gpsd
gpsprof	gpsd
gpsrinex	gpsd
gpssnmp	gpsd
gpssubframe	gpsd
gputop	igt-gpu-tools
gpxlogger	gpsd
gr2fonttest	devpkg-graphite
gradio	Gradio
gramps	gramps
granatier	desktop-kde-games
grantlee_strings_extractor.py	desktop-kde-apps
grap2graph	man-pages
graphml2gv	graphviz
grdctl	gnome-remote-desktop
gregorio	texlive
grep	os-core
grepdiff	dev-utils
gresource	libglib
grid	desktop-apps
grig	amateur-radio
grilo-test-ui-0.3	totem
grisbi	grisbi
grl-inspect-0.3	totem
grl-launch-0.3	totem
grn	man-pages
grodvi	man-pages
groff	man-pages
grolbp	man-pages
grolj4	man-pages
grops	man-pages
grotty	man-pages
groupadd	os-core
groupdel	os-core
groupmems	os-core
groupmod	os-core
groups	os-core
growpart	growpart
growpartfs	growpart
grpc_cpp_plugin	devpkg-grpc
grpc_csharp_plugin	devpkg-grpc
grpc_node_plugin	devpkg-grpc
grpc_objective_c_plugin	devpkg-grpc
grpc_php_plugin	devpkg-grpc
grpc_python_plugin	devpkg-grpc
grpc_ruby_plugin	devpkg-grpc
grpck	os-core
grpconv	os-core
grpunconv	os-core
gs	ghostscript
gsbj	ghostscript
gsc	ghostscript
gscriptor	smartcard
gsdj	ghostscript
gsdj500	ghostscript
gsequencer	gsequencer
gsettings	libglib
gsettings-data-convert	devpkg-GConf
gsettings-schema-convert	devpkg-GConf
gsf	libgsf
gsf-office-thumbnailer	libgsf
gsf-vba-dump	libgsf
gsftopk	texlive
gsl-config	devpkg-gsl
gsl-histogram	devpkg-gsl
gsl-randist	devpkg-gsl
gslj	ghostscript
gslp	ghostscript
gsnd	ghostscript
gsound-play	devpkg-gsound
gspell-app1	devpkg-gspell
gss-client	enterprise-login
gss-server	enterprise-login
gst-device-monitor-1.0	gstreamer
gst-discoverer-1.0	gstreamer
gst-inspect-1.0	gstreamer
gst-launch-1.0	gstreamer
gst-play-1.0	gstreamer
gst-stats-1.0	gstreamer
gst-tester-1.0	gstreamer
gst-transcoder-1.0	gstreamer
gst-typefind-1.0	gstreamer
gsx	ghostscript
gtags	global
gtags-cscope	global
gtester	libglib
gtester-report	libglib
gtf	perl-graphics
gtk-builder-tool	maker-cnc
gtk-demo	xfce4-desktop
gtk-encode-symbolic-svg	maker-cnc
gtk-launch	maker-cnc
gtk-query-immodules-2.0	xfce4-desktop
gtk-query-immodules-3.0	maker-cnc
gtk-query-settings	maker-cnc
gtk-update-icon-cache	maker-cnc
gtk3-demo	maker-cnc
gtk3-demo-application	maker-cnc
gtk3-icon-browser	maker-cnc
gtk3-widget-factory	maker-cnc
gtk4-builder-tool	devpkg-gtk4
gtk4-demo	devpkg-gtk4
gtk4-demo-application	devpkg-gtk4
gtk4-encode-symbolic-svg	devpkg-gtk4
gtk4-icon-browser	devpkg-gtk4
gtk4-launch	devpkg-gtk4
gtk4-node-editor	devpkg-gtk4
